IMD_Score,patient_count,pct_of_patients,cumulative_patients,cumulative_pct
-1,13469,1.24,13469,1.24
0,41,0.0,13510,1.25
1,4,0.0,13514,1.25
2,1,0.0,13515,1.25
3,2,0.0,13517,1.25
5,1,0.0,13518,1.25
6,1,0.0,13519,1.25
7,3,0.0,13522,1.25
8,2,0.0,13524,1.25
10,851,0.08,14375,1.33
12,1,0.0,14376,1.33
13,736,0.07,15112,1.4
18,771,0.07,15883,1.47
19,668,0.06,16551,1.53
22,1,0.0,16552,1.53
26,675,0.06,17227,1.59
27,600,0.06,17827,1.65
28,2,0.0,17829,1.65
30,974,0.09,18803,1.74
33,1,0.0,18804,1.74
34,856,0.08,19660,1.82
37,783,0.07,20443,1.89
42,1,0.0,20444,1.89
43,1037,0.1,21481,1.98
45,4,0.0,21485,1.98
49,2,0.0,21487,1.98
51,1,0.0,21488,1.98
53,1,0.0,21489,1.98
54,778,0.07,22267,2.06
56,1611,0.15,23878,2.2
57,688,0.06,24566,2.27
61,1,0.0,24567,2.27
64,5,0.0,24572,2.27
66,977,0.09,25549,2.36
70,1,0.0,25550,2.36
71,704,0.06,26254,2.42
73,606,0.06,26860,2.48
77,1,0.0,26861,2.48
78,4,0.0,26865,2.48
80,739,0.07,27604,2.55
82,1042,0.1,28646,2.64
84,675,0.06,29321,2.71
89,1225,0.11,30546,2.82
92,1,0.0,30547,2.82
93,2,0.0,30549,2.82
95,529,0.05,31078,2.87
96,1,0.0,31079,2.87
97,965,0.09,32044,2.96
98,611,0.06,32655,3.01
99,6,0.0,32661,3.02
102,659,0.06,33320,3.08
103,789,0.07,34109,3.15
105,1035,0.1,35144,3.24
106,733,0.07,35877,3.31
108,766,0.07,36643,3.38
110,3,0.0,36646,3.38
112,569,0.05,37215,3.44
114,979,0.09,38194,3.53
116,1449,0.13,39643,3.66
118,618,0.06,40261,3.72
119,632,0.06,40893,3.78
121,956,0.09,41849,3.86
124,622,0.06,42471,3.92
128,827,0.08,43298,4.0
132,898,0.08,44196,4.08
133,3,0.0,44199,4.08
134,1,0.0,44200,4.08
135,1,0.0,44201,4.08
141,706,0.07,44907,4.15
143,651,0.06,45558,4.21
144,2,0.0,45560,4.21
150,1,0.0,45561,4.21
151,2,0.0,45563,4.21
152,3,0.0,45566,4.21
153,688,0.06,46254,4.27
157,607,0.06,46861,4.33
158,1016,0.09,47877,4.42
159,1,0.0,47878,4.42
160,1,0.0,47879,4.42
162,847,0.08,48726,4.5
163,1,0.0,48727,4.5
165,875,0.08,49602,4.58
167,2,0.0,49604,4.58
168,958,0.09,50562,4.67
170,1009,0.09,51571,4.76
173,1098,0.1,52669,4.86
174,619,0.06,53288,4.92
176,587,0.05,53875,4.97
180,1,0.0,53876,4.97
184,1,0.0,53877,4.97
190,2,0.0,53879,4.97
192,2,0.0,53881,4.97
193,6,0.0,53887,4.98
195,1,0.0,53888,4.98
196,1047,0.1,54935,5.07
198,1,0.0,54936,5.07
199,668,0.06,55604,5.13
200,956,0.09,56560,5.22
202,7,0.0,56567,5.22
204,1,0.0,56568,5.22
205,1,0.0,56569,5.22
208,1,0.0,56570,5.22
214,1,0.0,56571,5.22
215,517,0.05,57088,5.27
216,1,0.0,57089,5.27
217,3,0.0,57092,5.27
219,3,0.0,57095,5.27
222,1,0.0,57096,5.27
223,4,0.0,57100,5.27
225,9,0.0,57109,5.27
228,1,0.0,57110,5.27
231,14,0.0,57124,5.27
233,649,0.06,57773,5.33
238,1095,0.1,58868,5.44
241,1,0.0,58869,5.44
244,2,0.0,58871,5.44
245,775,0.07,59646,5.51
247,936,0.09,60582,5.59
257,701,0.06,61283,5.66
260,5,0.0,61288,5.66
261,1,0.0,61289,5.66
264,933,0.09,62222,5.74
266,1240,0.11,63462,5.86
267,796,0.07,64258,5.93
273,516,0.05,64774,5.98
275,1155,0.11,65929,6.09
276,907,0.08,66836,6.17
277,803,0.07,67639,6.24
279,1,0.0,67640,6.24
280,1,0.0,67641,6.25
281,583,0.05,68224,6.3
287,958,0.09,69182,6.39
288,997,0.09,70179,6.48
295,2,0.0,70181,6.48
296,946,0.09,71127,6.57
298,750,0.07,71877,6.64
299,894,0.08,72771,6.72
300,2,0.0,72773,6.72
301,759,0.07,73532,6.79
308,1,0.0,73533,6.79
313,5,0.0,73538,6.79
317,723,0.07,74261,6.86
320,9,0.0,74270,6.86
325,895,0.08,75165,6.94
330,917,0.08,76082,7.02
331,761,0.07,76843,7.09
332,1,0.0,76844,7.09
333,1,0.0,76845,7.09
343,827,0.08,77672,7.17
348,828,0.08,78500,7.25
349,716,0.07,79216,7.31
351,1,0.0,79217,7.31
353,1,0.0,79218,7.31
354,615,0.06,79833,7.37
357,1,0.0,79834,7.37
361,1,0.0,79835,7.37
366,2,0.0,79837,7.37
367,838,0.08,80675,7.45
369,734,0.07,81409,7.52
371,600,0.06,82009,7.57
373,663,0.06,82672,7.63
383,1,0.0,82673,7.63
385,1,0.0,82674,7.63
389,5,0.0,82679,7.63
396,704,0.06,83383,7.7
400,514,0.05,83897,7.75
401,1,0.0,83898,7.75
409,3,0.0,83901,7.75
410,1049,0.1,84950,7.84
411,1,0.0,84951,7.84
412,1,0.0,84952,7.84
420,1,0.0,84953,7.84
421,524,0.05,85477,7.89
422,422,0.04,85899,7.93
425,892,0.08,86791,8.01
428,801,0.07,87592,8.09
430,6,0.0,87598,8.09
439,434,0.04,88032,8.13
441,19,0.0,88051,8.13
443,1062,0.1,89113,8.23
444,683,0.06,89796,8.29
445,5,0.0,89801,8.29
447,6,0.0,89807,8.29
448,1,0.0,89808,8.29
450,2,0.0,89810,8.29
456,773,0.07,90583,8.36
458,5,0.0,90588,8.36
460,761,0.07,91349,8.43
461,857,0.08,92206,8.51
462,837,0.08,93043,8.59
463,2,0.0,93045,8.59
464,6,0.0,93051,8.59
465,896,0.08,93947,8.67
468,830,0.08,94777,8.75
469,896,0.08,95673,8.83
470,9,0.0,95682,8.83
471,919,0.08,96601,8.92
475,2,0.0,96603,8.92
477,3,0.0,96606,8.92
481,742,0.07,97348,8.99
484,746,0.07,98094,9.06
485,803,0.07,98897,9.13
486,1,0.0,98898,9.13
487,6,0.0,98904,9.13
488,599,0.06,99503,9.19
493,1,0.0,99504,9.19
495,1025,0.09,100529,9.28
503,707,0.07,101236,9.35
507,7,0.0,101243,9.35
508,927,0.09,102170,9.43
509,2,0.0,102172,9.43
511,1374,0.13,103546,9.56
513,2,0.0,103548,9.56
514,3,0.0,103551,9.56
515,956,0.09,104507,9.65
516,888,0.08,105395,9.73
517,1,0.0,105396,9.73
519,2,0.0,105398,9.73
521,1114,0.1,106512,9.83
523,497,0.05,107009,9.88
525,879,0.08,107888,9.96
536,787,0.07,108675,10.03
540,864,0.08,109539,10.11
542,3,0.0,109542,10.11
545,389,0.04,109931,10.15
548,475,0.04,110406,10.19
549,525,0.05,110931,10.24
550,1,0.0,110932,10.24
551,885,0.08,111817,10.32
554,801,0.07,112618,10.4
557,2,0.0,112620,10.4
559,1024,0.09,113644,10.49
565,903,0.08,114547,10.58
566,1327,0.12,115874,10.7
568,3,0.0,115877,10.7
574,1,0.0,115878,10.7
575,231,0.02,116109,10.72
585,2,0.0,116111,10.72
587,4,0.0,116115,10.72
590,5,0.0,116120,10.72
591,1,0.0,116121,10.72
592,616,0.06,116737,10.78
596,742,0.07,117479,10.85
597,778,0.07,118257,10.92
599,4,0.0,118261,10.92
602,3,0.0,118264,10.92
610,1301,0.12,119565,11.04
615,2,0.0,119567,11.04
616,1,0.0,119568,11.04
617,1012,0.09,120580,11.13
619,1,0.0,120581,11.13
623,6,0.0,120587,11.13
625,1010,0.09,121597,11.23
627,4,0.0,121601,11.23
634,747,0.07,122348,11.3
637,1091,0.1,123439,11.4
639,783,0.07,124222,11.47
644,719,0.07,124941,11.54
647,2,0.0,124943,11.54
650,1,0.0,124944,11.54
652,540,0.05,125484,11.59
658,37,0.0,125521,11.59
662,834,0.08,126355,11.67
663,1,0.0,126356,11.67
665,1,0.0,126357,11.67
667,634,0.06,126991,11.72
670,1,0.0,126992,11.72
672,10,0.0,127002,11.73
675,8,0.0,127010,11.73
676,827,0.08,127837,11.8
678,5,0.0,127842,11.8
684,998,0.09,128840,11.9
690,973,0.09,129813,11.99
694,956,0.09,130769,12.07
695,1,0.0,130770,12.07
697,743,0.07,131513,12.14
698,1,0.0,131514,12.14
700,1,0.0,131515,12.14
704,1195,0.11,132710,12.25
710,882,0.08,133592,12.33
712,1,0.0,133593,12.33
713,588,0.05,134181,12.39
715,930,0.09,135111,12.47
717,6,0.0,135117,12.47
722,1,0.0,135118,12.47
726,3,0.0,135121,12.48
739,3,0.0,135124,12.48
746,1132,0.1,136256,12.58
747,1,0.0,136257,12.58
759,1,0.0,136258,12.58
763,854,0.08,137112,12.66
764,1131,0.1,138243,12.76
768,1,0.0,138244,12.76
776,1,0.0,138245,12.76
779,1,0.0,138246,12.76
780,2,0.0,138248,12.76
781,1,0.0,138249,12.76
782,536,0.05,138785,12.81
785,890,0.08,139675,12.9
789,690,0.06,140365,12.96
796,904,0.08,141269,13.04
798,661,0.06,141930,13.1
799,1,0.0,141931,13.1
800,1,0.0,141932,13.1
802,850,0.08,142782,13.18
804,786,0.07,143568,13.26
807,986,0.09,144554,13.35
809,892,0.08,145446,13.43
811,958,0.09,146404,13.52
815,1023,0.09,147427,13.61
817,1,0.0,147428,13.61
819,1,0.0,147429,13.61
823,2,0.0,147431,13.61
832,1,0.0,147432,13.61
836,8,0.0,147440,13.61
842,1,0.0,147441,13.61
849,2,0.0,147443,13.61
852,773,0.07,148216,13.68
854,636,0.06,148852,13.74
857,2,0.0,148854,13.74
860,718,0.07,149572,13.81
862,2,0.0,149574,13.81
863,1,0.0,149575,13.81
864,2,0.0,149577,13.81
865,661,0.06,150238,13.87
870,13,0.0,150251,13.87
873,1,0.0,150252,13.87
875,2,0.0,150254,13.87
876,9,0.0,150263,13.87
880,794,0.07,151057,13.95
882,1,0.0,151058,13.95
883,8,0.0,151066,13.95
889,869,0.08,151935,14.03
897,1,0.0,151936,14.03
899,662,0.06,152598,14.09
901,816,0.08,153414,14.16
904,3,0.0,153417,14.16
908,4,0.0,153421,14.16
915,1,0.0,153422,14.16
917,1,0.0,153423,14.16
919,2,0.0,153425,14.17
921,1038,0.1,154463,14.26
922,767,0.07,155230,14.33
923,875,0.08,156105,14.41
924,766,0.07,156871,14.48
927,627,0.06,157498,14.54
929,1,0.0,157499,14.54
931,3,0.0,157502,14.54
936,674,0.06,158176,14.6
937,1,0.0,158177,14.6
940,12,0.0,158189,14.6
942,718,0.07,158907,14.67
943,1,0.0,158908,14.67
944,4,0.0,158912,14.67
945,718,0.07,159630,14.74
948,564,0.05,160194,14.79
952,2,0.0,160196,14.79
955,670,0.06,160866,14.85
957,1,0.0,160867,14.85
961,1,0.0,160868,14.85
962,5,0.0,160873,14.85
964,28,0.0,160901,14.86
966,2,0.0,160903,14.86
968,2,0.0,160905,14.86
969,1,0.0,160906,14.86
973,1,0.0,160907,14.86
974,724,0.07,161631,14.92
977,2,0.0,161633,14.92
980,4,0.0,161637,14.92
983,3,0.0,161640,14.92
985,2,0.0,161642,14.92
986,1,0.0,161643,14.92
989,1,0.0,161644,14.92
993,778,0.07,162422,15.0
997,1,0.0,162423,15.0
1002,1,0.0,162424,15.0
1003,1,0.0,162425,15.0
1005,602,0.06,163027,15.05
1007,1,0.0,163028,15.05
1008,650,0.06,163678,15.11
1017,995,0.09,164673,15.2
1018,1,0.0,164674,15.2
1019,1,0.0,164675,15.2
1020,2,0.0,164677,15.2
1022,15,0.0,164692,15.21
1028,803,0.07,165495,15.28
1029,656,0.06,166151,15.34
1033,4,0.0,166155,15.34
1035,632,0.06,166787,15.4
1038,5,0.0,166792,15.4
1040,1446,0.13,168238,15.53
1041,5,0.0,168243,15.53
1042,3,0.0,168246,15.53
1044,6,0.0,168252,15.53
1045,1,0.0,168253,15.53
1046,1,0.0,168254,15.53
1048,2,0.0,168256,15.53
1049,1,0.0,168257,15.53
1050,2,0.0,168259,15.53
1051,930,0.09,169189,15.62
1053,1,0.0,169190,15.62
1055,696,0.06,169886,15.68
1058,3,0.0,169889,15.69
1065,2,0.0,169891,15.69
1067,586,0.05,170477,15.74
1068,713,0.07,171190,15.81
1071,882,0.08,172072,15.89
1073,3,0.0,172075,15.89
1074,1,0.0,172076,15.89
1083,577,0.05,172653,15.94
1084,506,0.05,173159,15.99
1085,3,0.0,173162,15.99
1087,3,0.0,173165,15.99
1088,2,0.0,173167,15.99
1093,591,0.05,173758,16.04
1099,693,0.06,174451,16.11
1100,739,0.07,175190,16.17
1102,3,0.0,175193,16.17
1104,1081,0.1,176274,16.27
1105,831,0.08,177105,16.35
1107,4,0.0,177109,16.35
1109,1,0.0,177110,16.35
1111,646,0.06,177756,16.41
1113,2,0.0,177758,16.41
1114,1,0.0,177759,16.41
1116,1,0.0,177760,16.41
1119,2,0.0,177762,16.41
1120,3,0.0,177765,16.41
1123,1,0.0,177766,16.41
1126,3,0.0,177769,16.41
1131,670,0.06,178439,16.47
1132,927,0.09,179366,16.56
1134,1,0.0,179367,16.56
1135,720,0.07,180087,16.63
1141,2,0.0,180089,16.63
1145,2,0.0,180091,16.63
1148,2,0.0,180093,16.63
1149,5,0.0,180098,16.63
1151,754,0.07,180852,16.7
1152,1,0.0,180853,16.7
1153,1,0.0,180854,16.7
1155,2,0.0,180856,16.7
1160,3,0.0,180859,16.7
1162,1,0.0,180860,16.7
1163,732,0.07,181592,16.77
1165,3,0.0,181595,16.77
1169,588,0.05,182183,16.82
1175,1,0.0,182184,16.82
1178,3,0.0,182187,16.82
1179,9,0.0,182196,16.82
1180,856,0.08,183052,16.9
1181,10,0.0,183062,16.9
1187,1020,0.09,184082,17.0
1192,1,0.0,184083,17.0
1194,7,0.0,184090,17.0
1196,2,0.0,184092,17.0
1198,1,0.0,184093,17.0
1199,1,0.0,184094,17.0
1204,655,0.06,184749,17.06
1207,2,0.0,184751,17.06
1208,4,0.0,184755,17.06
1210,1,0.0,184756,17.06
1211,7,0.0,184763,17.06
1213,1,0.0,184764,17.06
1214,737,0.07,185501,17.13
1217,1,0.0,185502,17.13
1222,1,0.0,185503,17.13
1233,10,0.0,185513,17.13
1236,2,0.0,185515,17.13
1244,4,0.0,185519,17.13
1247,3,0.0,185522,17.13
1253,2,0.0,185524,17.13
1254,2,0.0,185526,17.13
1255,541,0.05,186067,17.18
1258,789,0.07,186856,17.25
1259,1,0.0,186857,17.25
1264,1,0.0,186858,17.25
1268,1,0.0,186859,17.25
1272,17,0.0,186876,17.25
1274,17,0.0,186893,17.26
1275,2,0.0,186895,17.26
1276,913,0.08,187808,17.34
1277,925,0.09,188733,17.42
1278,1204,0.11,189937,17.54
1279,3,0.0,189940,17.54
1280,763,0.07,190703,17.61
1286,3,0.0,190706,17.61
1287,442,0.04,191148,17.65
1288,1,0.0,191149,17.65
1290,145,0.01,191294,17.66
1293,4,0.0,191298,17.66
1294,13,0.0,191311,17.66
1295,1,0.0,191312,17.66
1296,5,0.0,191317,17.66
1297,890,0.08,192207,17.75
1300,475,0.04,192682,17.79
1301,2,0.0,192684,17.79
1302,1,0.0,192685,17.79
1305,1,0.0,192686,17.79
1307,1,0.0,192687,17.79
1308,2,0.0,192689,17.79
1310,569,0.05,193258,17.84
1313,2,0.0,193260,17.84
1318,2,0.0,193262,17.84
1321,536,0.05,193798,17.89
1324,1,0.0,193799,17.89
1333,2,0.0,193801,17.89
1334,551,0.05,194352,17.94
1336,439,0.04,194791,17.98
1337,1,0.0,194792,17.98
1339,2,0.0,194794,17.98
1346,1,0.0,194795,17.98
1347,2,0.0,194797,17.98
1349,2,0.0,194799,17.99
1351,2,0.0,194801,17.99
1352,1014,0.09,195815,18.08
1357,622,0.06,196437,18.14
1358,29,0.0,196466,18.14
1359,688,0.06,197154,18.2
1364,2,0.0,197156,18.2
1365,2,0.0,197158,18.2
1368,1,0.0,197159,18.2
1369,4,0.0,197163,18.2
1370,2,0.0,197165,18.2
1371,792,0.07,197957,18.28
1372,3,0.0,197960,18.28
1377,3,0.0,197963,18.28
1383,898,0.08,198861,18.36
1384,108,0.01,198969,18.37
1388,958,0.09,199927,18.46
1389,522,0.05,200449,18.51
1390,1029,0.1,201478,18.6
1395,3,0.0,201481,18.6
1397,1,0.0,201482,18.6
1405,438,0.04,201920,18.64
1406,2,0.0,201922,18.64
1408,3,0.0,201925,18.64
1415,7,0.0,201932,18.64
1416,766,0.07,202698,18.71
1420,1,0.0,202699,18.71
1421,569,0.05,203268,18.77
1423,1,0.0,203269,18.77
1424,1,0.0,203270,18.77
1431,847,0.08,204117,18.85
1433,916,0.08,205033,18.93
1434,664,0.06,205697,18.99
1439,1,0.0,205698,18.99
1441,1,0.0,205699,18.99
1444,61,0.01,205760,19.0
1446,1,0.0,205761,19.0
1448,708,0.07,206469,19.06
1453,3,0.0,206472,19.06
1454,1,0.0,206473,19.06
1455,63,0.01,206536,19.07
1457,1,0.0,206537,19.07
1458,9,0.0,206546,19.07
1459,1,0.0,206547,19.07
1463,1225,0.11,207772,19.18
1465,12,0.0,207784,19.18
1466,1,0.0,207785,19.18
1468,8,0.0,207793,19.18
1472,1,0.0,207794,19.18
1474,1,0.0,207795,19.18
1476,6,0.0,207801,19.19
1478,87,0.01,207888,19.19
1481,1,0.0,207889,19.19
1482,3,0.0,207892,19.19
1484,11,0.0,207903,19.19
1485,583,0.05,208486,19.25
1487,1,0.0,208487,19.25
1489,13,0.0,208500,19.25
1494,1,0.0,208501,19.25
1495,5,0.0,208506,19.25
1498,840,0.08,209346,19.33
1500,5,0.0,209351,19.33
1502,1,0.0,209352,19.33
1505,1229,0.11,210581,19.44
1506,1036,0.1,211617,19.54
1508,4,0.0,211621,19.54
1512,947,0.09,212568,19.63
1514,4,0.0,212572,19.63
1515,2,0.0,212574,19.63
1517,1,0.0,212575,19.63
1520,6,0.0,212581,19.63
1523,1,0.0,212582,19.63
1527,861,0.08,213443,19.71
1532,1,0.0,213444,19.71
1535,2,0.0,213446,19.71
1537,1,0.0,213447,19.71
1540,2,0.0,213449,19.71
1541,2,0.0,213451,19.71
1542,3,0.0,213454,19.71
1543,795,0.07,214249,19.78
1548,1,0.0,214250,19.78
1554,4,0.0,214254,19.78
1556,1,0.0,214255,19.78
1557,5,0.0,214260,19.78
1559,4,0.0,214264,19.78
1560,578,0.05,214842,19.84
1561,2,0.0,214844,19.84
1564,1,0.0,214845,19.84
1566,933,0.09,215778,19.92
1568,1,0.0,215779,19.92
1569,1,0.0,215780,19.92
1572,2,0.0,215782,19.92
1573,9,0.0,215791,19.92
1574,1,0.0,215792,19.92
1582,843,0.08,216635,20.0
1583,1,0.0,216636,20.0
1584,4,0.0,216640,20.0
1588,18,0.0,216658,20.0
1589,687,0.06,217345,20.07
1591,1,0.0,217346,20.07
1592,439,0.04,217785,20.11
1596,3,0.0,217788,20.11
1598,1,0.0,217789,20.11
1599,899,0.08,218688,20.19
1607,2,0.0,218690,20.19
1609,959,0.09,219649,20.28
1610,3,0.0,219652,20.28
1612,3,0.0,219655,20.28
1613,1,0.0,219656,20.28
1615,562,0.05,220218,20.33
1616,1129,0.1,221347,20.44
1617,4,0.0,221351,20.44
1619,9,0.0,221360,20.44
1621,611,0.06,221971,20.49
1622,2,0.0,221973,20.49
1624,3,0.0,221976,20.49
1625,887,0.08,222863,20.58
1629,3,0.0,222866,20.58
1631,1,0.0,222867,20.58
1632,763,0.07,223630,20.65
1636,1,0.0,223631,20.65
1640,4,0.0,223635,20.65
1642,885,0.08,224520,20.73
1645,11,0.0,224531,20.73
1647,2,0.0,224533,20.73
1648,894,0.08,225427,20.81
1654,1,0.0,225428,20.81
1661,1,0.0,225429,20.81
1668,5,0.0,225434,20.81
1676,764,0.07,226198,20.88
1678,5,0.0,226203,20.88
1681,1,0.0,226204,20.88
1685,6,0.0,226210,20.89
1686,876,0.08,227086,20.97
1687,698,0.06,227784,21.03
1689,4,0.0,227788,21.03
1693,12,0.0,227800,21.03
1694,11,0.0,227811,21.03
1696,4,0.0,227815,21.03
1700,1,0.0,227816,21.03
1704,2,0.0,227818,21.03
1707,1,0.0,227819,21.03
1709,1,0.0,227820,21.03
1710,1,0.0,227821,21.03
1726,1,0.0,227822,21.03
1730,1,0.0,227823,21.03
1737,2,0.0,227825,21.03
1738,4,0.0,227829,21.03
1741,839,0.08,228668,21.11
1742,8,0.0,228676,21.11
1744,566,0.05,229242,21.17
1746,448,0.04,229690,21.21
1752,339,0.03,230029,21.24
1755,1,0.0,230030,21.24
1757,1,0.0,230031,21.24
1759,845,0.08,230876,21.32
1763,9,0.0,230885,21.32
1769,796,0.07,231681,21.39
1770,425,0.04,232106,21.43
1772,4,0.0,232110,21.43
1773,18,0.0,232128,21.43
1775,2,0.0,232130,21.43
1777,3,0.0,232133,21.43
1778,9,0.0,232142,21.43
1781,1,0.0,232143,21.43
1782,3,0.0,232146,21.43
1788,545,0.05,232691,21.48
1797,648,0.06,233339,21.54
1798,2,0.0,233341,21.54
1799,1,0.0,233342,21.54
1805,50,0.0,233392,21.55
1807,511,0.05,233903,21.6
1808,2,0.0,233905,21.6
1809,2,0.0,233907,21.6
1812,1,0.0,233908,21.6
1820,2,0.0,233910,21.6
1822,831,0.08,234741,21.67
1825,2,0.0,234743,21.67
1826,1,0.0,234744,21.67
1829,1,0.0,234745,21.67
1830,1,0.0,234746,21.67
1831,92,0.01,234838,21.68
1832,1,0.0,234839,21.68
1833,489,0.05,235328,21.73
1834,1,0.0,235329,21.73
1838,1,0.0,235330,21.73
1840,715,0.07,236045,21.79
1841,3,0.0,236048,21.79
1846,14,0.0,236062,21.79
1847,13,0.0,236075,21.8
1849,2,0.0,236077,21.8
1851,1,0.0,236078,21.8
1852,10,0.0,236088,21.8
1856,476,0.04,236564,21.84
1861,3,0.0,236567,21.84
1862,6,0.0,236573,21.84
1865,5,0.0,236578,21.84
1866,58,0.01,236636,21.85
1867,580,0.05,237216,21.9
1869,3,0.0,237219,21.9
1875,1135,0.1,238354,22.01
1876,10,0.0,238364,22.01
1880,5,0.0,238369,22.01
1882,622,0.06,238991,22.07
1884,1,0.0,238992,22.07
1887,4,0.0,238996,22.07
1889,3,0.0,238999,22.07
1892,3,0.0,239002,22.07
1896,647,0.06,239649,22.13
1898,1044,0.1,240693,22.22
1900,1,0.0,240694,22.22
1901,784,0.07,241478,22.29
1907,647,0.06,242125,22.35
1908,7,0.0,242132,22.36
1909,3,0.0,242135,22.36
1910,655,0.06,242790,22.42
1914,2,0.0,242792,22.42
1917,3,0.0,242795,22.42
1928,1,0.0,242796,22.42
1932,1,0.0,242797,22.42
1933,389,0.04,243186,22.45
1937,1,0.0,243187,22.45
1942,793,0.07,243980,22.53
1944,662,0.06,244642,22.59
1950,718,0.07,245360,22.65
1956,817,0.08,246177,22.73
1958,1091,0.1,247268,22.83
1970,3,0.0,247271,22.83
1976,619,0.06,247890,22.89
1982,689,0.06,248579,22.95
1986,582,0.05,249161,23.0
1991,3,0.0,249164,23.0
2009,663,0.06,249827,23.07
2012,3,0.0,249830,23.07
2013,701,0.06,250531,23.13
2032,1,0.0,250532,23.13
2036,731,0.07,251263,23.2
2038,2,0.0,251265,23.2
2049,800,0.07,252065,23.27
2053,6,0.0,252071,23.27
2057,1336,0.12,253407,23.4
2064,1,0.0,253408,23.4
2074,1,0.0,253409,23.4
2080,6,0.0,253415,23.4
2087,2,0.0,253417,23.4
2094,1,0.0,253418,23.4
2097,2,0.0,253420,23.4
2100,1,0.0,253421,23.4
2101,668,0.06,254089,23.46
2104,6,0.0,254095,23.46
2107,749,0.07,254844,23.53
2113,2,0.0,254846,23.53
2118,602,0.06,255448,23.58
2121,1,0.0,255449,23.58
2143,441,0.04,255890,23.63
2150,1,0.0,255891,23.63
2151,688,0.06,256579,23.69
2152,680,0.06,257259,23.75
2158,1,0.0,257260,23.75
2168,750,0.07,258010,23.82
2196,776,0.07,258786,23.89
2216,1,0.0,258787,23.89
2217,679,0.06,259466,23.96
2219,1,0.0,259467,23.96
2221,2,0.0,259469,23.96
2239,1,0.0,259470,23.96
2244,2,0.0,259472,23.96
2245,2,0.0,259474,23.96
2249,1,0.0,259475,23.96
2250,1,0.0,259476,23.96
2253,1,0.0,259477,23.96
2259,5,0.0,259482,23.96
2261,1,0.0,259483,23.96
2268,1,0.0,259484,23.96
2273,573,0.05,260057,24.01
2275,1,0.0,260058,24.01
2276,672,0.06,260730,24.07
2280,1,0.0,260731,24.07
2285,2,0.0,260733,24.07
2286,437,0.04,261170,24.11
2287,1,0.0,261171,24.11
2288,2,0.0,261173,24.11
2298,2,0.0,261175,24.11
2299,752,0.07,261927,24.18
2300,803,0.07,262730,24.26
2302,1,0.0,262731,24.26
2321,1,0.0,262732,24.26
2326,611,0.06,263343,24.31
2331,20,0.0,263363,24.32
2333,2,0.0,263365,24.32
2336,729,0.07,264094,24.38
2338,796,0.07,264890,24.46
2344,637,0.06,265527,24.52
2346,1,0.0,265528,24.52
2348,1,0.0,265529,24.52
2353,640,0.06,266169,24.57
2362,1,0.0,266170,24.57
2373,430,0.04,266600,24.61
2377,637,0.06,267237,24.67
2379,626,0.06,267863,24.73
2388,1165,0.11,269028,24.84
2389,3,0.0,269031,24.84
2409,674,0.06,269705,24.9
2413,1,0.0,269706,24.9
2417,1,0.0,269707,24.9
2419,750,0.07,270457,24.97
2420,1,0.0,270458,24.97
2429,1,0.0,270459,24.97
2433,470,0.04,270929,25.01
2435,733,0.07,271662,25.08
2436,3,0.0,271665,25.08
2440,1,0.0,271666,25.08
2449,641,0.06,272307,25.14
2451,1,0.0,272308,25.14
2460,593,0.05,272901,25.2
2462,2,0.0,272903,25.2
2465,1,0.0,272904,25.2
2468,1,0.0,272905,25.2
2469,602,0.06,273507,25.25
2471,1,0.0,273508,25.25
2475,659,0.06,274167,25.31
2478,1,0.0,274168,25.31
2485,572,0.05,274740,25.37
2490,831,0.08,275571,25.44
2516,1,0.0,275572,25.44
2525,734,0.07,276306,25.51
2537,1,0.0,276307,25.51
2556,797,0.07,277104,25.58
2557,1,0.0,277105,25.58
2564,895,0.08,278000,25.67
2567,6,0.0,278006,25.67
2573,981,0.09,278987,25.76
2574,4,0.0,278991,25.76
2585,4,0.0,278995,25.76
2589,1,0.0,278996,25.76
2591,1,0.0,278997,25.76
2592,1,0.0,278998,25.76
2599,4,0.0,279002,25.76
2621,1,0.0,279003,25.76
2626,831,0.08,279834,25.84
2628,713,0.07,280547,25.9
2631,1,0.0,280548,25.9
2641,1098,0.1,281646,26.0
2646,463,0.04,282109,26.05
2649,470,0.04,282579,26.09
2678,1,0.0,282580,26.09
2684,663,0.06,283243,26.15
2687,1,0.0,283244,26.15
2693,1,0.0,283245,26.15
2694,2,0.0,283247,26.15
2711,825,0.08,284072,26.23
2714,808,0.07,284880,26.3
2723,1,0.0,284881,26.3
2724,1,0.0,284882,26.3
2731,648,0.06,285530,26.36
2732,1,0.0,285531,26.36
2753,744,0.07,286275,26.43
2784,551,0.05,286826,26.48
2790,2,0.0,286828,26.48
2795,674,0.06,287502,26.54
2819,787,0.07,288289,26.62
2825,3,0.0,288292,26.62
2830,1,0.0,288293,26.62
2833,1,0.0,288294,26.62
2840,620,0.06,288914,26.67
2846,882,0.08,289796,26.76
2852,1,0.0,289797,26.76
2859,1,0.0,289798,26.76
2865,1,0.0,289799,26.76
2874,731,0.07,290530,26.82
2875,3,0.0,290533,26.82
2881,635,0.06,291168,26.88
2895,1546,0.14,292714,27.03
2903,2,0.0,292716,27.03
2907,1,0.0,292717,27.03
2916,510,0.05,293227,27.07
2924,695,0.06,293922,27.14
2930,16,0.0,293938,27.14
2944,1,0.0,293939,27.14
2947,484,0.04,294423,27.18
