event_count,patient_count,cumulative_patients,cumulative_pct
2445,12,180283,91.24
2446,20,180303,91.25
2447,14,180317,91.25
2448,18,180335,91.26
2449,13,180348,91.27
2450,14,180362,91.28
2451,18,180380,91.28
2452,21,180401,91.3
2453,28,180429,91.31
2454,12,180441,91.32
2455,16,180457,91.32
2456,10,180467,91.33
2457,16,180483,91.34
2458,20,180503,91.35
2459,17,180520,91.36
2460,16,180536,91.36
2461,16,180552,91.37
2462,8,180560,91.38
2463,16,180576,91.38
2464,15,180591,91.39
2465,14,180605,91.4
2466,12,180617,91.4
2467,19,180636,91.41
2468,14,180650,91.42
2469,20,180670,91.43
2470,17,180687,91.44
2471,11,180698,91.45
2472,9,180707,91.45
2473,17,180724,91.46
2474,15,180739,91.47
2475,14,180753,91.47
2476,18,180771,91.48
2477,21,180792,91.49
2478,18,180810,91.5
2479,10,180820,91.51
2480,13,180833,91.51
2481,14,180847,91.52
2482,13,180860,91.53
2483,16,180876,91.54
2484,13,180889,91.54
2485,15,180904,91.55
2486,19,180923,91.56
2487,13,180936,91.57
2488,16,180952,91.57
2489,14,180966,91.58
2490,16,180982,91.59
2491,12,180994,91.6
2492,8,181002,91.6
2493,15,181017,91.61
2494,15,181032,91.61
2495,14,181046,91.62
2496,14,181060,91.63
2497,17,181077,91.64
2498,19,181096,91.65
2499,21,181117,91.66
2500,19,181136,91.67
2501,14,181150,91.67
2502,14,181164,91.68
2503,16,181180,91.69
2504,13,181193,91.7
2505,19,181212,91.71
2506,15,181227,91.71
2507,9,181236,91.72
2508,8,181244,91.72
2509,15,181259,91.73
2510,18,181277,91.74
2511,10,181287,91.74
2512,24,181311,91.76
2513,11,181322,91.76
2514,13,181335,91.77
2515,7,181342,91.77
2516,16,181358,91.78
2517,15,181373,91.79
2518,25,181398,91.8
2519,14,181412,91.81
2520,22,181434,91.82
2521,17,181451,91.83
2522,19,181470,91.84
2523,18,181488,91.85
2524,15,181503,91.85
2525,15,181518,91.86
2526,15,181533,91.87
2527,19,181552,91.88
2528,15,181567,91.89
2529,18,181585,91.89
2530,6,181591,91.9
2531,12,181603,91.9
2532,20,181623,91.91
2533,15,181638,91.92
2534,20,181658,91.93
2535,16,181674,91.94
2536,14,181688,91.95
2537,6,181694,91.95
2538,11,181705,91.96
2539,7,181712,91.96
2540,15,181727,91.97
2541,20,181747,91.98
2542,14,181761,91.98
2543,20,181781,91.99
2544,12,181793,92.0
2545,11,181804,92.01
2546,15,181819,92.01
2547,10,181829,92.02
2548,11,181840,92.02
2549,13,181853,92.03
2550,19,181872,92.04
2551,10,181882,92.05
2552,12,181894,92.05
2553,13,181907,92.06
2554,11,181918,92.06
2555,17,181935,92.07
2556,10,181945,92.08
2557,12,181957,92.08
2558,17,181974,92.09
2559,7,181981,92.1
2560,10,181991,92.1
2561,10,182001,92.11
2562,10,182011,92.11
2563,10,182021,92.12
2564,12,182033,92.12
2565,16,182049,92.13
2566,11,182060,92.14
2567,18,182078,92.14
2568,16,182094,92.15
2569,16,182110,92.16
2570,10,182120,92.17
2571,14,182134,92.17
2572,14,182148,92.18
2573,14,182162,92.19
2574,12,182174,92.19
2575,15,182189,92.2
2576,22,182211,92.21
2577,15,182226,92.22
2578,17,182243,92.23
2579,21,182264,92.24
2580,17,182281,92.25
2581,8,182289,92.25
2582,16,182305,92.26
2583,15,182320,92.27
2584,15,182335,92.27
2585,11,182346,92.28
2586,12,182358,92.29
2587,18,182376,92.3
2588,16,182392,92.3
2589,16,182408,92.31
2590,12,182420,92.32
2591,15,182435,92.32
2592,8,182443,92.33
2593,16,182459,92.34
2594,14,182473,92.34
2595,22,182495,92.36
2596,21,182516,92.37
2597,10,182526,92.37
2598,10,182536,92.38
2599,21,182557,92.39
2600,11,182568,92.39
2601,12,182580,92.4
2602,12,182592,92.4
2603,20,182612,92.41
2604,23,182635,92.43
2605,18,182653,92.44
2606,20,182673,92.45
2607,12,182685,92.45
2608,10,182695,92.46
2609,4,182699,92.46
2610,16,182715,92.47
2611,13,182728,92.47
2612,10,182738,92.48
2613,16,182754,92.49
2614,16,182770,92.49
2615,19,182789,92.5
2616,12,182801,92.51
2617,15,182816,92.52
2618,12,182828,92.52
2619,9,182837,92.53
2620,14,182851,92.54
2621,14,182865,92.54
2622,5,182870,92.55
2623,13,182883,92.55
2624,10,182893,92.56
2625,17,182910,92.57
2626,11,182921,92.57
2627,20,182941,92.58
2628,11,182952,92.59
2629,13,182965,92.59
2630,13,182978,92.6
2631,17,182995,92.61
2632,15,183010,92.62
2633,14,183024,92.62
2634,8,183032,92.63
2635,20,183052,92.64
2636,15,183067,92.64
2637,15,183082,92.65
2638,3,183085,92.65
2639,10,183095,92.66
2640,11,183106,92.66
2641,17,183123,92.67
2642,6,183129,92.68
2643,12,183141,92.68
2644,20,183161,92.69
2645,15,183176,92.7
2646,16,183192,92.71
2647,15,183207,92.72
2648,17,183224,92.72
2649,10,183234,92.73
2650,13,183247,92.74
2651,14,183261,92.74
2652,9,183270,92.75
2653,16,183286,92.76
2654,12,183298,92.76
2655,20,183318,92.77
2656,13,183331,92.78
2657,10,183341,92.78
2658,11,183352,92.79
2659,11,183363,92.79
2660,11,183374,92.8
2661,9,183383,92.8
2662,8,183391,92.81
2663,22,183413,92.82
2664,12,183425,92.83
2665,10,183435,92.83
2666,11,183446,92.84
2667,11,183457,92.84
2668,14,183471,92.85
2669,11,183482,92.85
2670,14,183496,92.86
2671,13,183509,92.87
2672,10,183519,92.87
2673,20,183539,92.88
2674,17,183556,92.89
2675,9,183565,92.9
2676,13,183578,92.9
2677,15,183593,92.91
2678,20,183613,92.92
2679,15,183628,92.93
2680,9,183637,92.93
2681,13,183650,92.94
2682,23,183673,92.95
2683,10,183683,92.96
2684,15,183698,92.96
2685,17,183715,92.97
2686,15,183730,92.98
2687,17,183747,92.99
2688,12,183759,92.99
2689,10,183769,93.0
2690,15,183784,93.01
2691,10,183794,93.01
2692,16,183810,93.02
2693,8,183818,93.02
2694,17,183835,93.03
2695,14,183849,93.04
2696,17,183866,93.05
2697,10,183876,93.05
2698,10,183886,93.06
2699,12,183898,93.07
2700,13,183911,93.07
2701,14,183925,93.08
2702,14,183939,93.09
2703,11,183950,93.09
2704,12,183962,93.1
2705,12,183974,93.1
2706,11,183985,93.11
2707,12,183997,93.12
2708,12,184009,93.12
2709,11,184020,93.13
2710,10,184030,93.13
2711,15,184045,93.14
2712,13,184058,93.15
2713,10,184068,93.15
2714,17,184085,93.16
2715,16,184101,93.17
2716,22,184123,93.18
2717,10,184133,93.18
2718,13,184146,93.19
2719,12,184158,93.2
2720,9,184167,93.2
2721,8,184175,93.21
2722,11,184186,93.21
2723,20,184206,93.22
2724,12,184218,93.23
2725,15,184233,93.23
2726,14,184247,93.24
2727,11,184258,93.25
2728,12,184270,93.25
2729,10,184280,93.26
2730,13,184293,93.27
2731,8,184301,93.27
2732,12,184313,93.28
2733,18,184331,93.28
2734,11,184342,93.29
2735,14,184356,93.3
2736,18,184374,93.31
2737,14,184388,93.31
2738,15,184403,93.32
2739,18,184421,93.33
2740,12,184433,93.34
2741,22,184455,93.35
2742,9,184464,93.35
2743,13,184477,93.36
2744,9,184486,93.36
2745,12,184498,93.37
2746,16,184514,93.38
2747,12,184526,93.38
2748,15,184541,93.39
2749,13,184554,93.4
2750,13,184567,93.4
2751,13,184580,93.41
2752,12,184592,93.42
2753,9,184601,93.42
2754,5,184606,93.42
2755,17,184623,93.43
2756,11,184634,93.44
2757,13,184647,93.44
2758,12,184659,93.45
2759,15,184674,93.46
2760,11,184685,93.46
2761,13,184698,93.47
2762,10,184708,93.48
2763,19,184727,93.48
2764,12,184739,93.49
2765,10,184749,93.5
2766,10,184759,93.5
2767,11,184770,93.51
2768,13,184783,93.51
2769,7,184790,93.52
2770,19,184809,93.53
2771,11,184820,93.53
2772,8,184828,93.54
2773,12,184840,93.54
2774,12,184852,93.55
2775,10,184862,93.55
2776,15,184877,93.56
2777,13,184890,93.57
2778,12,184902,93.57
2779,19,184921,93.58
2780,19,184940,93.59
2781,6,184946,93.6
2782,13,184959,93.6
2783,15,184974,93.61
2784,12,184986,93.62
2785,12,184998,93.62
2786,13,185011,93.63
2787,14,185025,93.64
2788,9,185034,93.64
2789,20,185054,93.65
2790,13,185067,93.66
2791,12,185079,93.66
2792,14,185093,93.67
2793,11,185104,93.68
2794,6,185110,93.68
2795,13,185123,93.69
2796,8,185131,93.69
2797,17,185148,93.7
2798,10,185158,93.7
2799,13,185171,93.71
2800,8,185179,93.71
2801,9,185188,93.72
2802,9,185197,93.72
2803,13,185210,93.73
2804,14,185224,93.74
2805,7,185231,93.74
2806,11,185242,93.75
2807,14,185256,93.75
2808,10,185266,93.76
2809,11,185277,93.76
2810,15,185292,93.77
2811,19,185311,93.78
2812,9,185320,93.78
2813,12,185332,93.79
2814,10,185342,93.8
2815,8,185350,93.8
2816,10,185360,93.81
2817,10,185370,93.81
2818,15,185385,93.82
2819,11,185396,93.82
2820,11,185407,93.83
2821,11,185418,93.83
2822,6,185424,93.84
2823,9,185433,93.84
2824,6,185439,93.85
2825,7,185446,93.85
2826,12,185458,93.85
2827,16,185474,93.86
2828,11,185485,93.87
2829,9,185494,93.87
2830,16,185510,93.88
2831,12,185522,93.89
2832,9,185531,93.89
2833,10,185541,93.9
2834,9,185550,93.9
2835,12,185562,93.91
2836,3,185565,93.91
2837,8,185573,93.91
2838,16,185589,93.92
2839,10,185599,93.93
2840,7,185606,93.93
2841,13,185619,93.94
2842,9,185628,93.94
2843,10,185638,93.95
2844,9,185647,93.95
2845,11,185658,93.96
2846,13,185671,93.96
2847,7,185678,93.97
2848,10,185688,93.97
2849,9,185697,93.98
2850,8,185705,93.98
2851,10,185715,93.98
2852,8,185723,93.99
2853,10,185733,93.99
2854,6,185739,94.0
2855,13,185752,94.0
2856,9,185761,94.01
2857,12,185773,94.01
2858,16,185789,94.02
2859,13,185802,94.03
2860,12,185814,94.03
2861,16,185830,94.04
2862,11,185841,94.05
2863,10,185851,94.05
2864,5,185856,94.06
2865,10,185866,94.06
2866,13,185879,94.07
2867,12,185891,94.07
2868,9,185900,94.08
2869,17,185917,94.09
2870,9,185926,94.09
2871,7,185933,94.1
2872,9,185942,94.1
2873,5,185947,94.1
2874,8,185955,94.11
2875,12,185967,94.11
2876,9,185976,94.12
2877,11,185987,94.12
2878,18,186005,94.13
2879,10,186015,94.14
2880,11,186026,94.14
2881,15,186041,94.15
2882,11,186052,94.16
2883,8,186060,94.16
2884,15,186075,94.17
2885,6,186081,94.17
2886,8,186089,94.17
2887,8,186097,94.18
2888,3,186100,94.18
2889,7,186107,94.18
2890,10,186117,94.19
2891,10,186127,94.19
2892,15,186142,94.2
2893,6,186148,94.2
2894,11,186159,94.21
2895,17,186176,94.22
2896,5,186181,94.22
2897,7,186188,94.22
2898,12,186200,94.23
2899,11,186211,94.24
2900,11,186222,94.24
2901,13,186235,94.25
2902,10,186245,94.25
2903,9,186254,94.26
2904,8,186262,94.26
2905,7,186269,94.27
2906,9,186278,94.27
2907,9,186287,94.27
2908,8,186295,94.28
2909,13,186308,94.28
2910,12,186320,94.29
2911,6,186326,94.29
2912,12,186338,94.3
2913,13,186351,94.31
2914,13,186364,94.31
2915,10,186374,94.32
2916,11,186385,94.32
2917,9,186394,94.33
2918,7,186401,94.33
2919,9,186410,94.34
2920,11,186421,94.34
2921,11,186432,94.35
2922,10,186442,94.35
2923,14,186456,94.36
2924,10,186466,94.36
2925,2,186468,94.37
2926,8,186476,94.37
2927,3,186479,94.37
2928,5,186484,94.37
2929,13,186497,94.38
2930,15,186512,94.39
2931,8,186520,94.39
2932,10,186530,94.4
2933,8,186538,94.4
2934,13,186551,94.41
2935,6,186557,94.41
2936,9,186566,94.42
2937,7,186573,94.42
2938,9,186582,94.42
2939,13,186595,94.43
2940,12,186607,94.44
2941,8,186615,94.44
2942,8,186623,94.44
2943,8,186631,94.45
2944,12,186643,94.45
2945,22,186665,94.47
2946,12,186677,94.47
2947,8,186685,94.48
2948,7,186692,94.48
2949,7,186699,94.48
2950,9,186708,94.49
2951,11,186719,94.49
2952,7,186726,94.5
2953,13,186739,94.5
2954,10,186749,94.51
2955,6,186755,94.51
2956,9,186764,94.52
2957,13,186777,94.52
2958,9,186786,94.53
2959,9,186795,94.53
2960,6,186801,94.53
2961,9,186810,94.54
2962,6,186816,94.54
2963,10,186826,94.55
2964,8,186834,94.55
2965,9,186843,94.56
2966,9,186852,94.56
2967,9,186861,94.56
2968,7,186868,94.57
2969,10,186878,94.57
2970,12,186890,94.58
2971,6,186896,94.58
2972,11,186907,94.59
2973,6,186913,94.59
2974,8,186921,94.6
2975,7,186928,94.6
2976,9,186937,94.6
2977,16,186953,94.61
2978,9,186962,94.62
2979,12,186974,94.62
2980,12,186986,94.63
2981,3,186989,94.63
2982,9,186998,94.63
2983,8,187006,94.64
2984,8,187014,94.64
2985,8,187022,94.65
2986,11,187033,94.65
2987,6,187039,94.65
2988,9,187048,94.66
2989,11,187059,94.67
2990,11,187070,94.67
2991,8,187078,94.67
2992,13,187091,94.68
2993,13,187104,94.69
2994,13,187117,94.69
2995,9,187126,94.7
2996,14,187140,94.71
2997,9,187149,94.71
2998,7,187156,94.71
2999,5,187161,94.72
3000,12,187173,94.72
3001,10,187183,94.73
3002,5,187188,94.73
3003,9,187197,94.73
3004,12,187209,94.74
3005,11,187220,94.75
3006,11,187231,94.75
3007,8,187239,94.76
3008,10,187249,94.76
3009,8,187257,94.77
3010,6,187263,94.77
3011,12,187275,94.77
3012,15,187290,94.78
3013,8,187298,94.79
3014,11,187309,94.79
3015,10,187319,94.8
3016,12,187331,94.8
3017,10,187341,94.81
3018,11,187352,94.81
3019,9,187361,94.82
3020,10,187371,94.82
3021,8,187379,94.83
3022,10,187389,94.83
3023,12,187401,94.84
3024,17,187418,94.85
3025,7,187425,94.85
3026,10,187435,94.86
3027,16,187451,94.86
3028,11,187462,94.87
3029,6,187468,94.87
3030,10,187478,94.88
3031,12,187490,94.88
3032,6,187496,94.89
3033,14,187510,94.89
3034,9,187519,94.9
3035,9,187528,94.9
3036,11,187539,94.91
3037,10,187549,94.91
3038,6,187555,94.92
3039,9,187564,94.92
3040,6,187570,94.92
3041,15,187585,94.93
3042,10,187595,94.94
3043,11,187606,94.94
3044,11,187617,94.95
3045,8,187625,94.95
3046,8,187633,94.96
3047,11,187644,94.96
3048,10,187654,94.97
3049,12,187666,94.97
3050,2,187668,94.97
3051,8,187676,94.98
3052,7,187683,94.98
3053,10,187693,94.99
3054,7,187700,94.99
3055,11,187711,94.99
3056,6,187717,95.0
3057,9,187726,95.0
3058,11,187737,95.01
3059,2,187739,95.01
3060,7,187746,95.01
3061,11,187757,95.02
3062,8,187765,95.02
3063,9,187774,95.03
3064,13,187787,95.03
3065,7,187794,95.04
3066,12,187806,95.04
3067,10,187816,95.05
3068,9,187825,95.05
3069,8,187833,95.06
3070,11,187844,95.06
3071,7,187851,95.07
3072,17,187868,95.07
3073,6,187874,95.08
3074,11,187885,95.08
3075,2,187887,95.08
3076,6,187893,95.09
3077,7,187900,95.09
3078,11,187911,95.1
3079,12,187923,95.1
3080,9,187932,95.11
3081,11,187943,95.11
3082,14,187957,95.12
3083,8,187965,95.12
3084,12,187977,95.13
3085,12,187989,95.14
3086,8,187997,95.14
3087,10,188007,95.14
3088,11,188018,95.15
3089,5,188023,95.15
3090,6,188029,95.16
3091,8,188037,95.16
3092,8,188045,95.16
3093,13,188058,95.17
3094,5,188063,95.17
3095,7,188070,95.18
3096,9,188079,95.18
3097,10,188089,95.19
3098,11,188100,95.19
3099,8,188108,95.2
3100,12,188120,95.2
3101,12,188132,95.21
3102,8,188140,95.21
3103,6,188146,95.22
3104,7,188153,95.22
3105,10,188163,95.22
3106,7,188170,95.23
3107,8,188178,95.23
3108,8,188186,95.24
3109,8,188194,95.24
3110,9,188203,95.24
3111,8,188211,95.25
3112,10,188221,95.25
3113,7,188228,95.26
3114,7,188235,95.26
3115,8,188243,95.26
3116,14,188257,95.27
3117,11,188268,95.28
3118,9,188277,95.28
3119,8,188285,95.29
3120,5,188290,95.29
3121,8,188298,95.29
3122,6,188304,95.3
3123,5,188309,95.3
3124,5,188314,95.3
3125,7,188321,95.3
3126,5,188326,95.31
3127,15,188341,95.31
3128,4,188345,95.32
3129,13,188358,95.32
3130,7,188365,95.33
3131,8,188373,95.33
3132,7,188380,95.33
3133,8,188388,95.34
3134,15,188403,95.35
3135,5,188408,95.35
3136,9,188417,95.35
3137,10,188427,95.36
3138,8,188435,95.36
3139,7,188442,95.36
3140,12,188454,95.37
3141,4,188458,95.37
3142,4,188462,95.38
3143,7,188469,95.38
3144,9,188478,95.38
3145,9,188487,95.39
3146,4,188491,95.39
3147,6,188497,95.39
3148,8,188505,95.4
3149,6,188511,95.4
3150,7,188518,95.4
3151,12,188530,95.41
3152,8,188538,95.41
3153,5,188543,95.42
3154,8,188551,95.42
3155,3,188554,95.42
3156,6,188560,95.42
3157,10,188570,95.43
3158,9,188579,95.43
3159,4,188583,95.44
3160,7,188590,95.44
3161,5,188595,95.44
3162,9,188604,95.45
3163,9,188613,95.45
3164,11,188624,95.46
3165,10,188634,95.46
3166,10,188644,95.47
3167,9,188653,95.47
3168,10,188663,95.48
3169,7,188670,95.48
3170,3,188673,95.48
3171,7,188680,95.49
3172,5,188685,95.49
3173,10,188695,95.49
3174,5,188700,95.5
3175,8,188708,95.5
3176,12,188720,95.51
3177,10,188730,95.51
3178,7,188737,95.51
3179,7,188744,95.52
3180,10,188754,95.52
3181,9,188763,95.53
3182,13,188776,95.53
3183,5,188781,95.54
3184,5,188786,95.54
3185,8,188794,95.54
3186,7,188801,95.55
3187,7,188808,95.55
3188,11,188819,95.56
3189,4,188823,95.56
3190,9,188832,95.56
3191,7,188839,95.57
3192,8,188847,95.57
3193,11,188858,95.58
3194,5,188863,95.58
3195,10,188873,95.58
3196,3,188876,95.58
3197,7,188883,95.59
3198,5,188888,95.59
3199,7,188895,95.59
3200,8,188903,95.6
3201,9,188912,95.6
3202,8,188920,95.61
3203,10,188930,95.61
3204,7,188937,95.62
3205,6,188943,95.62
3206,5,188948,95.62
3207,6,188954,95.62
3208,10,188964,95.63
3209,4,188968,95.63
3210,5,188973,95.63
3211,9,188982,95.64
3212,9,188991,95.64
3213,5,188996,95.65
3214,7,189003,95.65
3215,4,189007,95.65
3216,7,189014,95.65
3217,10,189024,95.66
3218,3,189027,95.66
3219,4,189031,95.66
3220,4,189035,95.67
3221,13,189048,95.67
3222,8,189056,95.68
3223,4,189060,95.68
3224,9,189069,95.68
3225,4,189073,95.68
3226,4,189077,95.69
3227,2,189079,95.69
3228,12,189091,95.69
3229,10,189101,95.7
3230,8,189109,95.7
3231,7,189116,95.71
3232,6,189122,95.71
3233,4,189126,95.71
3234,8,189134,95.72
3235,9,189143,95.72
3236,5,189148,95.72
3237,9,189157,95.73
3238,11,189168,95.73
3239,7,189175,95.74
3240,8,189183,95.74
3241,14,189197,95.75
3242,7,189204,95.75
3243,7,189211,95.75
3244,8,189219,95.76
3245,8,189227,95.76
3246,7,189234,95.77
3247,7,189241,95.77
3248,4,189245,95.77
3249,2,189247,95.77
3250,9,189256,95.78
3251,8,189264,95.78
3252,5,189269,95.78
3253,11,189280,95.79
3254,13,189293,95.8
3255,5,189298,95.8
3256,6,189304,95.8
3257,9,189313,95.81
3258,9,189322,95.81
3259,9,189331,95.81
3260,7,189338,95.82
3261,5,189343,95.82
3262,4,189347,95.82
3263,10,189357,95.83
3264,8,189365,95.83
3265,4,189369,95.83
3266,10,189379,95.84
3267,9,189388,95.84
3268,8,189396,95.85
3269,3,189399,95.85
3270,5,189404,95.85
3271,8,189412,95.86
3272,4,189416,95.86
3273,5,189421,95.86
3274,7,189428,95.86
3275,8,189436,95.87
3276,6,189442,95.87
3277,5,189447,95.87
3278,5,189452,95.88
3279,3,189455,95.88
3280,10,189465,95.88
3281,9,189474,95.89
3282,6,189480,95.89
3283,4,189484,95.89
3284,6,189490,95.9
3285,11,189501,95.9
3286,4,189505,95.9
3287,6,189511,95.91
3288,9,189520,95.91
3289,2,189522,95.91
3290,5,189527,95.91
3291,7,189534,95.92
3292,17,189551,95.93
3293,5,189556,95.93
3294,6,189562,95.93
3295,6,189568,95.93
3296,2,189570,95.94
3297,12,189582,95.94
3298,6,189588,95.94
3299,3,189591,95.95
3300,7,189598,95.95
3301,4,189602,95.95
3302,7,189609,95.96
3303,12,189621,95.96
3304,10,189631,95.97
3305,6,189637,95.97
3306,5,189642,95.97
3307,3,189645,95.97
3308,8,189653,95.98
3309,10,189663,95.98
3310,7,189670,95.99
3311,1,189671,95.99
3312,9,189680,95.99
3313,5,189685,95.99
3314,6,189691,96.0
3315,11,189702,96.0
3316,10,189712,96.01
3317,7,189719,96.01
3318,4,189723,96.01
3319,3,189726,96.01
3320,5,189731,96.02
3321,6,189737,96.02
3322,1,189738,96.02
3323,6,189744,96.02
3324,9,189753,96.03
3325,6,189759,96.03
3326,7,189766,96.03
3327,5,189771,96.04
3328,4,189775,96.04
3329,8,189783,96.04
3330,8,189791,96.05
3331,7,189798,96.05
3332,8,189806,96.06
3333,5,189811,96.06
3334,8,189819,96.06
3335,9,189828,96.07
3336,2,189830,96.07
3337,9,189839,96.07
3338,7,189846,96.08
3339,12,189858,96.08
3340,7,189865,96.09
3341,4,189869,96.09
3342,8,189877,96.09
3343,6,189883,96.09
3344,10,189893,96.1
3346,7,189900,96.1
3347,7,189907,96.11
3348,7,189914,96.11
3349,4,189918,96.11
3350,6,189924,96.11
3351,6,189930,96.12
3352,10,189940,96.12
3353,9,189949,96.13
3354,5,189954,96.13
3355,9,189963,96.13
3356,12,189975,96.14
3357,10,189985,96.15
3358,2,189987,96.15
3359,4,189991,96.15
3360,5,189996,96.15
3361,3,189999,96.15
3362,4,190003,96.15
3363,5,190008,96.16
3364,7,190015,96.16
3365,3,190018,96.16
3366,5,190023,96.16
3367,9,190032,96.17
3368,6,190038,96.17
3369,8,190046,96.18
3370,11,190057,96.18
3371,7,190064,96.19
3372,6,190070,96.19
3373,10,190080,96.19
3374,6,190086,96.2
3375,6,190092,96.2
3376,5,190097,96.2
3377,5,190102,96.2
3378,8,190110,96.21
3379,8,190118,96.21
3380,4,190122,96.22
3381,8,190130,96.22
3382,11,190141,96.22
3383,7,190148,96.23
3384,5,190153,96.23
3385,7,190160,96.23
3386,10,190170,96.24
3387,6,190176,96.24
3388,7,190183,96.25
3389,8,190191,96.25
3390,5,190196,96.25
3391,5,190201,96.26
3392,9,190210,96.26
3393,4,190214,96.26
3394,4,190218,96.26
3395,6,190224,96.27
3396,2,190226,96.27
3397,9,190235,96.27
3398,3,190238,96.27
3399,6,190244,96.28
3400,4,190248,96.28
3401,4,190252,96.28
3402,4,190256,96.28
3403,6,190262,96.29
3404,6,190268,96.29
3405,5,190273,96.29
3406,5,190278,96.29
3407,5,190283,96.3
3408,7,190290,96.3
3409,4,190294,96.3
3410,3,190297,96.3
3411,4,190301,96.31
3412,6,190307,96.31
3413,8,190315,96.31
3414,8,190323,96.32
3415,5,190328,96.32
3416,6,190334,96.32
3417,5,190339,96.32
3418,12,190351,96.33
3419,8,190359,96.34
3420,6,190365,96.34
3421,5,190370,96.34
3422,6,190376,96.34
3423,12,190388,96.35
3424,7,190395,96.35
3425,10,190405,96.36
3426,2,190407,96.36
3427,3,190410,96.36
3428,1,190411,96.36
3429,9,190420,96.37
3430,5,190425,96.37
3431,4,190429,96.37
3432,10,190439,96.38
3433,3,190442,96.38
3434,6,190448,96.38
3435,8,190456,96.38
3436,1,190457,96.38
3437,6,190463,96.39
3438,6,190469,96.39
3439,5,190474,96.39
3440,8,190482,96.4
3441,5,190487,96.4
3442,4,190491,96.4
3443,6,190497,96.4
3444,2,190499,96.41
3445,3,190502,96.41
3446,6,190508,96.41
3447,3,190511,96.41
3448,12,190523,96.42
3449,5,190528,96.42
3450,3,190531,96.42
3451,5,190536,96.42
3452,6,190542,96.43
3453,6,190548,96.43
3454,5,190553,96.43
3455,10,190563,96.44
3456,4,190567,96.44
3457,6,190573,96.44
3458,7,190580,96.45
3459,9,190589,96.45
3460,5,190594,96.45
3461,6,190600,96.46
3462,3,190603,96.46
3463,4,190607,96.46
3464,13,190620,96.47
3465,3,190623,96.47
3466,3,190626,96.47
3467,8,190634,96.47
3468,1,190635,96.47
3469,3,190638,96.48
3470,6,190644,96.48
3471,7,190651,96.48
3472,5,190656,96.49
3473,9,190665,96.49
3474,11,190676,96.5
3475,5,190681,96.5
3476,6,190687,96.5
3477,4,190691,96.5
3478,4,190695,96.51
3479,4,190699,96.51
3480,11,190710,96.51
3481,6,190716,96.52
3482,7,190723,96.52
3483,8,190731,96.52
3484,10,190741,96.53
3485,11,190752,96.53
3486,6,190758,96.54
3487,7,190765,96.54
3488,10,190775,96.55
3489,5,190780,96.55
3490,8,190788,96.55
3491,8,190796,96.56
3492,4,190800,96.56
3493,9,190809,96.56
3494,8,190817,96.57
3495,9,190826,96.57
3496,4,190830,96.57
3497,5,190835,96.58
3498,6,190841,96.58
3499,3,190844,96.58
3500,4,190848,96.58
3501,8,190856,96.59
3502,5,190861,96.59
3503,8,190869,96.59
3504,6,190875,96.6
3505,4,190879,96.6
3506,3,190882,96.6
3507,7,190889,96.6
3508,6,190895,96.61
3509,2,190897,96.61
3510,5,190902,96.61
3511,4,190906,96.61
3512,9,190915,96.62
3513,6,190921,96.62
3514,6,190927,96.62
3515,3,190930,96.62
3516,10,190940,96.63
3517,6,190946,96.63
3518,10,190956,96.64
3519,8,190964,96.64
3520,8,190972,96.65
3521,7,190979,96.65
3522,3,190982,96.65
3523,4,190986,96.65
3524,8,190994,96.66
3525,3,190997,96.66
3526,7,191004,96.66
3527,4,191008,96.66
3528,3,191011,96.66
3529,4,191015,96.67
3530,4,191019,96.67
3531,5,191024,96.67
3532,5,191029,96.67
3533,3,191032,96.68
3534,5,191037,96.68
3535,12,191049,96.68
3536,4,191053,96.69
3537,5,191058,96.69
3538,3,191061,96.69
3539,8,191069,96.69
3540,6,191075,96.7
3541,5,191080,96.7
3542,4,191084,96.7
3543,3,191087,96.7
3544,7,191094,96.71
3545,3,191097,96.71
3546,3,191100,96.71
3547,11,191111,96.72
3548,11,191122,96.72
3549,2,191124,96.72
3550,6,191130,96.73
3551,5,191135,96.73
3552,5,191140,96.73
3553,5,191145,96.73
3554,2,191147,96.73
3556,4,191151,96.74
3557,4,191155,96.74
3558,10,191165,96.74
3559,7,191172,96.75
3560,7,191179,96.75
3561,7,191186,96.75
3562,8,191194,96.76
3563,5,191199,96.76
3564,4,191203,96.76
3565,5,191208,96.76
3566,6,191214,96.77
3567,2,191216,96.77
3568,4,191220,96.77
3569,4,191224,96.77
3570,8,191232,96.78
3571,7,191239,96.78
3572,4,191243,96.78
3573,11,191254,96.79
3574,8,191262,96.79
3575,4,191266,96.79
3576,5,191271,96.8
3577,4,191275,96.8
3578,7,191282,96.8
3579,5,191287,96.8
3580,3,191290,96.81
3581,7,191297,96.81
3582,9,191306,96.81
3583,5,191311,96.82
3584,4,191315,96.82
3585,3,191318,96.82
3586,4,191322,96.82
3587,7,191329,96.83
3588,10,191339,96.83
3589,4,191343,96.83
3590,8,191351,96.84
3591,8,191359,96.84
3592,2,191361,96.84
3593,5,191366,96.84
3594,5,191371,96.85
3595,5,191376,96.85
3596,4,191380,96.85
3597,5,191385,96.85
3598,6,191391,96.86
3599,5,191396,96.86
3600,3,191399,96.86
3601,4,191403,96.86
3602,7,191410,96.87
3603,2,191412,96.87
3604,3,191415,96.87
3605,4,191419,96.87
3606,13,191432,96.88
3607,6,191438,96.88
3608,5,191443,96.88
3609,8,191451,96.89
3610,5,191456,96.89
