min_date,max_date,total_events,p0_1_date,p1_date,p5_date,p25_date,p50_date,p75_date,p95_date,p99_date,p99_9_date,total_days_min_max,total_years_min_max,total_days_p5_p95,total_years_p5_p95,total_days_iqr,total_years_iqr
1814-06-27T00:00:00.000000,9999-12-31T00:00:00.000000,199522939,1976-01-26T10:06:32.906899,1994-05-26T19:28:36.087697,2002-11-28T19:52:46.672572,2012-02-11T04:08:09.927876,2018-01-30T17:34:41.224958,2022-06-16T06:07:54.354072,2024-11-15T17:09:34.727747,2025-05-13T17:21:40.641086,2025-07-03T10:17:18.176699,2989697,8185.3,8022,22.0,3778,10.3
