event_count,patient_count,cumulative_patients,cumulative_pct
3222,1,197084,99.88
3224,1,197085,99.88
3232,1,197086,99.88
3233,1,197087,99.88
3244,2,197089,99.88
3247,1,197090,99.88
3256,1,197091,99.88
3257,3,197094,99.88
3258,1,197095,99.89
3260,1,197096,99.89
3262,1,197097,99.89
3272,1,197098,99.89
3275,1,197099,99.89
3283,1,197100,99.89
3284,1,197101,99.89
3287,1,197102,99.89
3288,1,197103,99.89
3292,1,197104,99.89
3295,1,197105,99.89
3299,3,197108,99.89
3314,1,197109,99.89
3318,1,197110,99.89
3319,2,197112,99.89
3321,1,197113,99.89
3322,1,197114,99.9
3324,1,197115,99.9
3327,1,197116,99.9
3331,1,197117,99.9
3336,1,197118,99.9
3348,1,197119,99.9
3354,1,197120,99.9
3355,1,197121,99.9
3357,3,197124,99.9
3361,2,197126,99.9
3367,1,197127,99.9
3370,1,197128,99.9
3373,1,197129,99.9
3382,1,197130,99.9
3385,2,197132,99.9
3391,1,197133,99.9
3394,1,197134,99.91
3395,1,197135,99.91
3409,1,197136,99.91
3416,1,197137,99.91
3425,1,197138,99.91
3431,1,197139,99.91
3434,1,197140,99.91
3440,2,197142,99.91
3468,1,197143,99.91
3469,1,197144,99.91
3472,1,197145,99.91
3473,1,197146,99.91
3486,1,197147,99.91
3491,2,197149,99.91
3495,1,197150,99.91
3497,1,197151,99.91
3501,1,197152,99.91
3508,2,197154,99.92
3511,1,197155,99.92
3520,1,197156,99.92
3532,3,197159,99.92
3533,1,197160,99.92
3534,2,197162,99.92
3547,1,197163,99.92
3567,1,197164,99.92
3570,1,197165,99.92
3585,1,197166,99.92
3586,1,197167,99.92
3588,1,197168,99.92
3593,1,197169,99.92
3596,1,197170,99.92
3598,1,197171,99.92
3609,1,197172,99.92
3614,2,197174,99.93
3618,1,197175,99.93
3620,1,197176,99.93
3640,1,197177,99.93
3667,2,197179,99.93
3668,1,197180,99.93
3669,1,197181,99.93
3673,1,197182,99.93
3680,1,197183,99.93
3682,2,197185,99.93
3686,1,197186,99.93
3706,1,197187,99.93
3712,1,197188,99.93
3730,1,197189,99.93
3731,2,197191,99.93
3737,1,197192,99.93
3746,1,197193,99.94
3756,1,197194,99.94
3758,1,197195,99.94
3767,1,197196,99.94
3770,1,197197,99.94
3771,1,197198,99.94
3814,1,197199,99.94
3831,1,197200,99.94
3837,1,197201,99.94
3852,1,197202,99.94
3857,1,197203,99.94
3867,1,197204,99.94
3875,1,197205,99.94
3884,1,197206,99.94
3902,1,197207,99.94
3919,1,197208,99.94
3924,1,197209,99.94
3932,1,197210,99.94
3937,2,197212,99.94
3939,1,197213,99.95
3944,1,197214,99.95
3954,1,197215,99.95
3963,1,197216,99.95
3966,1,197217,99.95
3976,1,197218,99.95
3990,1,197219,99.95
3997,1,197220,99.95
4006,1,197221,99.95
4014,1,197222,99.95
4017,1,197223,99.95
4022,1,197224,99.95
4062,1,197225,99.95
4064,1,197226,99.95
4070,1,197227,99.95
4072,1,197228,99.95
4073,1,197229,99.95
4093,1,197230,99.95
4099,1,197231,99.95
4118,1,197232,99.95
4126,1,197233,99.96
4136,1,197234,99.96
4171,1,197235,99.96
4195,1,197236,99.96
4200,1,197237,99.96
4213,1,197238,99.96
4220,1,197239,99.96
4246,1,197240,99.96
4257,1,197241,99.96
4268,1,197242,99.96
4272,1,197243,99.96
4285,1,197244,99.96
4293,1,197245,99.96
4309,1,197246,99.96
4334,1,197247,99.96
4340,1,197248,99.96
4367,1,197249,99.96
4422,1,197250,99.96
4470,1,197251,99.96
4480,1,197252,99.97
4482,1,197253,99.97
4484,1,197254,99.97
4522,1,197255,99.97
4524,1,197256,99.97
4528,1,197257,99.97
4550,1,197258,99.97
4578,1,197259,99.97
4584,1,197260,99.97
4615,1,197261,99.97
4622,1,197262,99.97
4639,1,197263,99.97
4694,1,197264,99.97
4704,1,197265,99.97
4719,1,197266,99.97
4749,1,197267,99.97
4789,1,197268,99.97
4795,1,197269,99.97
4831,1,197270,99.97
4839,1,197271,99.97
4864,1,197272,99.98
4871,1,197273,99.98
4883,1,197274,99.98
4887,1,197275,99.98
4899,1,197276,99.98
4907,1,197277,99.98
4913,1,197278,99.98
4937,1,197279,99.98
4940,1,197280,99.98
4941,1,197281,99.98
4994,1,197282,99.98
5119,1,197283,99.98
5124,1,197284,99.98
5187,1,197285,99.98
5243,1,197286,99.98
5269,1,197287,99.98
5286,1,197288,99.98
5316,1,197289,99.98
5317,1,197290,99.98
5380,1,197291,99.98
5395,1,197292,99.99
5481,1,197293,99.99
5501,1,197294,99.99
5706,1,197295,99.99
5722,1,197296,99.99
5763,1,197297,99.99
5820,1,197298,99.99
6103,1,197299,99.99
6128,1,197300,99.99
6289,1,197301,99.99
6331,1,197302,99.99
6350,1,197303,99.99
6637,1,197304,99.99
6813,1,197305,99.99
6901,1,197306,99.99
7094,1,197307,99.99
7187,1,197308,99.99
7219,1,197309,99.99
7543,1,197310,99.99
7698,1,197311,99.99
8130,1,197312,100.0
8159,1,197313,100.0
8382,1,197314,100.0
9391,1,197315,100.0
9634,1,197316,100.0
9746,1,197317,100.0
9945,1,197318,100.0
10025,1,197319,100.0
11055,1,197320,100.0
29632,1,197321,100.0
